,0
0,0.04022391512989998
1,0.034486956894397736
2,0.03114541806280613
3,0.030057935044169426
4,0.023579780012369156
5,0.02395113930106163
6,0.020827561616897583
7,0.01751045137643814
8,0.016260217875242233
9,0.01587677374482155
10,0.01201590895652771
11,0.014252751134335995
12,0.013661838136613369
13,0.013292854651808739
14,0.01176267210394144
15,0.01210895087569952
16,0.010127827525138855
17,0.010449020192027092
18,0.009782244451344013
19,0.010492702946066856
20,0.009572084993124008
21,0.010185972787439823
22,0.009838421829044819
23,0.010306456126272678
24,0.007623966783285141
25,0.009107749909162521
26,0.008589761331677437
27,0.008652782998979092
28,0.008518431335687637
29,0.007691113278269768
30,0.0083713848143816
31,0.007169684395194054
32,0.007536944933235645
33,0.007650825660675764
34,0.007846929132938385
35,0.006374666932970285
36,0.007577188313007355
37,0.007323129568248987
38,0.006384625099599361
39,0.0067100259475409985
40,0.006490136496722698
41,0.006650945637375116
42,0.007602372206747532
43,0.007274711970239878
44,0.007169896271079779
45,0.005949554964900017
46,0.006733468733727932
47,0.00564824603497982
48,0.006303285248577595
49,0.00534477923065424
50,0.0063773151487112045
51,0.005722769536077976
52,0.005246826447546482
53,0.005647091194987297
54,0.005586511455476284
55,0.005477487109601498
56,0.004533837083727121
57,0.004346479196101427
58,0.004929957911372185
59,0.005492889788001776
60,0.00523924408480525
61,0.005339346826076508
62,0.0048565613105893135
63,0.005110167898237705
64,0.0057570068165659904
65,0.005083268973976374
66,0.004692655056715012
67,0.0038394045550376177
68,0.0040237074717879295
69,0.0037439712323248386
70,0.004744027741253376
71,0.0041131554171442986
72,0.003894999623298645
73,0.0037084389477968216
74,0.004106961656361818
75,0.004014350939542055
76,0.004705398343503475
77,0.003936080262064934
78,0.0042945099994540215
79,0.0035284841433167458
80,0.003907426726073027
81,0.0037905375938862562
82,0.004326125141233206
83,0.0035954236518591642
84,0.0029964554123580456
85,0.0033437421079725027
86,0.003275485709309578
87,0.003297405783087015
88,0.002910912735387683
89,0.0039282068610191345
90,0.003241295926272869
91,0.0024994472041726112
92,0.002726192120462656
93,0.0029662451706826687
94,0.002582897897809744
95,0.0029754319693893194
96,0.003022430930286646
97,0.002285164315253496
98,0.0023499689996242523
99,0.002402163576334715
100,0.0019098856719210744
101,0.002317973179742694
102,0.0019067081157118082
103,0.0024629293475300074
104,0.0021614981815218925
105,0.002239831257611513
106,0.001955010462552309
107,0.002064501866698265
108,0.002297824714332819
109,0.002098565921187401
110,0.0019195901695638895
111,0.0016561895608901978
112,0.0017398977652192116
113,0.0013544075191020966
114,0.001380693749524653
115,0.0015458709094673395
116,0.0017334027215838432
117,0.0018156288424506783
118,0.0018156288424506783
119,0.001511039910838008
120,0.001546864048577845
121,0.0015393218491226435
122,0.0015903396997600794
123,0.001497342949733138
124,0.0014459936646744609
125,0.0013251776108518243
126,0.0013658615062013268
127,0.0013713594526052475
128,0.001458513317629695
129,0.0011348160915076733
130,0.001126228948123753
131,0.0014051052276045084
132,0.001201497158035636
133,0.0010125793050974607
134,0.001318209571763873
135,0.0011502744164317846
136,0.0013173363404348493
137,0.0011701721232384443
138,0.0009632405708543956
139,0.001029087696224451
140,0.0008499820251017809
141,0.0011125983437523246
142,0.00101753743365407
143,0.0010420877952128649
144,0.0008125656750053167
145,0.0009743439150042832
146,0.0009664176031947136
147,0.0009752761689014733
148,0.0008893393096514046
149,0.0009722906979732215
150,0.0008618477149866521
151,0.0008081749547272921
152,0.0007398747256956995
153,0.0007673408836126328
154,0.0008264989592134953
155,0.0007758857100270689
156,0.000945189269259572
157,0.00078965985449031
158,0.0008349459385499358
159,0.000880021252669394
160,0.0006739593809470534
161,0.0007860612822696567
162,0.0007584032719023526
163,0.0007415987201966345
164,0.0008299762848764658
165,0.0006693787290714681
166,0.0006628494011238217
167,0.000716083450242877
168,0.0006412084330804646
169,0.0007064590463414788
170,0.0005734423757530749
171,0.0005816386546939611
172,0.0006605592789128423
173,0.0005275307921692729
174,0.0005951417842879891
175,0.0005179058643989265
176,0.0005613785469904542
177,0.0006275986088439822
178,0.0005074512446299195
179,0.0005826616543345153
180,0.0006036597769707441
181,0.0006152582354843616
182,0.0004923054366372526
183,0.0004935942124575377
184,0.0006427078042179346
185,0.0005259386962279677
186,0.0005519771948456764
187,0.0004975078627467155
188,0.00042756000766530633
189,0.000539624597877264
190,0.00044659143895842135
191,0.0004945318214595318
192,0.00047400372568517923
193,0.0005045899306423962
194,0.0004912298754788935
195,0.0004435580631252378
196,0.000534891034476459
197,0.0004700877470895648
198,0.0004535010375548154
199,0.0004974990151822567
200,0.0004929104470647871
201,0.00044684766908176243
202,0.00044612144120037556
203,0.00040206057019531727
204,0.0004921168438158929
205,0.00047462686779908836
206,0.00045343642705120146
207,0.0004164511919952929
208,0.0004426774976309389
209,0.00041767931543290615
210,0.0003803819708991796
211,0.0003790684277191758
212,0.00037712196353822947
213,0.0003524597268551588
214,0.00040648109279572964
215,0.0004013570141978562
216,0.00044632944627664983
217,0.00039936680695973337
