,0
0,0.04461212083697319
1,0.037870001047849655
2,0.0298134908080101
3,0.026332760229706764
4,0.02272184193134308
5,0.019486859440803528
6,0.020358048379421234
7,0.019874699413776398
8,0.020399590954184532
9,0.020836537703871727
10,0.019134122878313065
11,0.01939118467271328
12,0.017879921942949295
13,0.01805664598941803
14,0.014686023816466331
15,0.014601781032979488
16,0.014710161834955215
17,0.013352770358324051
18,0.014599783346056938
19,0.01461998000741005
20,0.014149358496069908
21,0.013260534033179283
22,0.013520700857043266
23,0.013526764698326588
24,0.011600209400057793
25,0.012326512485742569
26,0.012210321612656116
27,0.010312325321137905
28,0.009954549372196198
29,0.011146211996674538
30,0.01056322269141674
31,0.010490380227565765
32,0.009799855761229992
33,0.00936073437333107
34,0.00945361703634262
35,0.009693792089819908
36,0.008815146051347256
37,0.008478285744786263
38,0.009521495550870895
39,0.009534399025142193
40,0.008799220435321331
41,0.008971912786364555
42,0.008770988322794437
43,0.008433674462139606
44,0.007700030226260424
45,0.007628994528204203
46,0.007405905984342098
47,0.007637239061295986
48,0.007213206961750984
49,0.007459304761141539
50,0.00723224924877286
51,0.006271342746913433
52,0.005540172103792429
53,0.005762365646660328
54,0.007085539400577545
55,0.00653991661965847
56,0.005972221493721008
57,0.005161486566066742
58,0.005660315044224262
59,0.006093837320804596
60,0.005995967425405979
61,0.005568797700107098
62,0.00623119343072176
63,0.006404130253940821
64,0.006486112251877785
65,0.005181245971471071
66,0.005339267663657665
67,0.004748410079628229
68,0.004951959475874901
69,0.004778262227773666
70,0.004467702470719814
71,0.005497951991856098
72,0.004205138422548771
73,0.004489649552851915
74,0.005077849142253399
75,0.005025960970669985
76,0.004586385563015938
77,0.00466739060357213
78,0.004951038397848606
79,0.004731073975563049
80,0.004319405648857355
81,0.004410604014992714
82,0.004799294285476208
83,0.004127041436731815
84,0.003350125392898917
85,0.004565139301121235
86,0.0038848898839205503
87,0.003956949338316917
88,0.004344042390584946
89,0.004060700070112944
90,0.0031738542020320892
91,0.0035436726175248623
92,0.0033041993156075478
93,0.0035707070492208004
94,0.003275481518357992
95,0.002974402392283082
96,0.003144846297800541
97,0.0028365692123770714
98,0.0030158942099660635
99,0.002436630427837372
100,0.0036057881079614162
101,0.002435344271361828
102,0.002658105455338955
103,0.0027955365367233753
104,0.0024190684780478477
105,0.0028426151257008314
106,0.0024165476206690073
107,0.0029190760105848312
108,0.002729045692831278
109,0.002715171780437231
110,0.0024423631839454174
111,0.0018599482718855143
112,0.0022643771953880787
113,0.0018043573945760727
114,0.0018730798037722707
115,0.0017744832439348102
116,0.002007533796131611
117,0.0009426232427358627
118,0.0009426232427358627
119,0.0018924404866993427
120,0.0015557997394353151
121,0.001939557259902358
122,0.00207766005769372
123,0.0017725892830640078
124,0.0017122963909059763
125,0.001674105878919363
126,0.0012360878754407167
127,0.0014167986810207367
128,0.0016898909816518426
129,0.0014439491787925363
130,0.001562460558488965
131,0.0016279121628031135
132,0.0013372062239795923
133,0.0015314030461013317
134,0.0012019758578389883
135,0.0013150551822036505
136,0.0010754251852631569
137,0.0014896612847223878
138,0.0012979438761249185
139,0.0012009663041681051
140,0.0011931201443076134
141,0.001140593783929944
142,0.0012865455355495214
143,0.0011148045305162668
144,0.0011050186585634947
145,0.0010197707451879978
146,0.0011780342319980264
147,0.0012044806499034166
148,0.000917330733500421
149,0.0010932221775874496
150,0.0009588381508365273
151,0.0010942148510366678
152,0.0008931819465942681
153,0.0009543623309582472
154,0.0009299573139287531
155,0.0010711739305406809
156,0.0008379650535061955
157,0.0009336377261206508
158,0.000994187779724598
159,0.000986364670097828
160,0.0008773427689447999
161,0.0007591488538309932
162,0.0008622105233371258
163,0.0010823477059602737
164,0.0007893345318734646
165,0.0007843413623049855
166,0.0008361747022718191
167,0.0008622566820122302
168,0.0007932683220133185
169,0.0006466837949119508
170,0.0006347720045596361
171,0.0007151059107854962
172,0.0005645132041536272
173,0.0006790938787162304
174,0.0006853771628811955
175,0.0007204300491139293
176,0.0006352836498990655
177,0.0006422840524464846
178,0.0005808455753140152
179,0.0006410350324586034
180,0.0005890305619686842
181,0.0006417699041776359
182,0.0005797995254397392
183,0.000556787708774209
184,0.0006860977737233043
185,0.0006340156542137265
186,0.00051898043602705
187,0.0005233176052570343
188,0.0005283705540932715
189,0.000641750346403569
190,0.0005874442867934704
191,0.0005686598597094417
192,0.0004837858723476529
193,0.000623775995336473
194,0.000611639756243676
195,0.000520270608831197
196,0.0006501455791294575
197,0.0005983907612971961
198,0.0005482708220370114
199,0.0005595490802079439
200,0.000621073239017278
201,0.00046063546324148774
202,0.0005063897115178406
203,0.0005278954049572349
204,0.0005392911843955517
205,0.0004476308240555227
206,0.0004883002839051187
207,0.0004941773368045688
208,0.0004578868974931538
209,0.00047069735592231154
210,0.0004348058137111366
211,0.0004259283887222409
212,0.0005087815807200968
213,0.0004134128976147622
214,0.00041938479989767075
215,0.0004241800052113831
216,0.0004225083102937788
217,0.000412317574955523
218,0.00042078419937752187
219,0.0004069700953550637
220,0.0003435791004449129
221,0.0004299677675589919
222,0.00037061917828395963
223,0.0004134293703828007
224,0.0004406030348036438
225,0.00035155232762917876
226,0.00037334562512114644
227,0.0003865265753120184
228,0.0003741415566764772
229,0.0003718456719070673
230,0.00028571588336490095
231,0.0003820056444965303
232,0.0003439666470512748
233,0.00036106116021983325
234,0.0003506620123516768
235,0.0003247567801736295
236,0.0003361112903803587
237,0.0003361112903803587
238,0.0003094089333899319
239,0.0003210866707377136
240,0.00037375796819105744
241,0.00036010926123708487
242,0.0003570412809494883
243,0.00036058694240637124
244,0.0003232586896046996
245,0.00030632957350462675
246,0.0002932515926659107
247,0.0003255158371757716
248,0.0002534331870265305
249,0.0003606196551118046
250,0.0002960064448416233
251,0.0002765140088740736
252,0.000322282372508198
253,0.0003361928975209594
254,0.0002715126029215753
255,0.0002725509984884411
256,0.00025073043070733547
257,0.00024754219339229167
258,0.0002765241079032421
259,0.00023740160395391285
260,0.00024838553508743644
261,0.0002673506969586015
262,0.000247376156039536
263,0.00023888592841103673
264,0.00023238122230395675
265,0.0002189664519391954
266,0.00022987961710896343
267,0.00025399020523764193
268,0.00023375317687168717
269,0.0002612349053379148
270,0.00021808096789754927
271,0.00019113010785076767
272,0.0002391622110735625
273,0.0002310662966920063
274,0.00021335066412575543
275,0.00022194880875758827
276,0.00021026196191087365
277,0.0002377725177211687
278,0.000232701248023659
279,0.00023867734125815332
280,0.00023880813387222588
281,0.000191525585250929
282,0.00023403088562190533
283,0.00018183593056164682
284,0.00020946189761161804
285,0.00020047510042786598
286,0.00018691527657210827
287,0.00020329933613538742
288,0.00018797598022501916
289,0.0001686516188783571
290,0.00018323285621590912
291,0.00018536504649091512
292,0.00017690991808194667
293,0.0001771707320585847
294,0.00017429263971280307
295,0.00014467386063188314
296,0.00021816641674377024
297,0.0001576360664330423
298,0.00017543484864290804
299,0.00018382025882601738
