,0
0,0.03883102908730507
1,0.036240994930267334
2,0.03230399265885353
3,0.02687055803835392
4,0.02409888617694378
5,0.021255699917674065
6,0.019800527021288872
7,0.018706100061535835
8,0.01573297008872032
9,0.015268390998244286
10,0.013275325298309326
11,0.013966520316898823
12,0.015469944104552269
13,0.013286287896335125
14,0.012752343900501728
15,0.011602179147303104
16,0.01139434240758419
17,0.011129355058073997
18,0.01119089312851429
19,0.010932155884802341
20,0.010277475230395794
21,0.008890045806765556
22,0.009301470592617989
23,0.009726329706609249
24,0.009933761321008205
25,0.007906101644039154
26,0.00871383585035801
27,0.00862065888941288
28,0.008496370166540146
29,0.007944663055241108
30,0.008371264673769474
31,0.008588310331106186
32,0.008427540771663189
33,0.007841045036911964
34,0.006900198291987181
35,0.007145128678530455
36,0.007523673586547375
37,0.007487454451620579
38,0.006758285686373711
39,0.006856643594801426
40,0.007039097137749195
41,0.007378668524324894
42,0.006602641195058823
43,0.0076286401599645615
44,0.00644728634506464
45,0.006499071605503559
46,0.006255677435547113
47,0.007154111750423908
48,0.005583120509982109
49,0.006350912153720856
50,0.006400123238563538
51,0.005754480604082346
52,0.005326145328581333
53,0.004856419749557972
54,0.005288959480822086
55,0.005745659116655588
56,0.004139929544180632
57,0.004505602177232504
58,0.005872712470591068
59,0.005214995704591274
60,0.005304731894284487
61,0.004823505412787199
62,0.00496508227661252
63,0.0047494228929281235
64,0.004970447160303593
65,0.004482355900108814
66,0.004384759347885847
67,0.005009816959500313
68,0.0034591592848300934
69,0.004214749671518803
70,0.004136690869927406
71,0.0038904445245862007
72,0.003875421592965722
73,0.003460013074800372
74,0.0040458086878061295
75,0.0042757513001561165
76,0.00419554952532053
77,0.004067067056894302
78,0.0038064992986619473
79,0.004006805829703808
80,0.0034600435756146908
81,0.002906650537624955
82,0.003943291492760181
83,0.004383652005344629
84,0.0036223148927092552
85,0.003098167944699526
86,0.003237420227378607
87,0.0034236188512295485
88,0.0037281399127095938
89,0.0031466432847082615
90,0.0024109533987939358
91,0.002626002300530672
92,0.0026844774838536978
93,0.0027066152542829514
94,0.002746070735156536
95,0.0032492675818502903
96,0.002446911996230483
97,0.0022691322956234217
98,0.002438350347802043
99,0.0024367591831833124
100,0.0028717978857457638
101,0.002433610614389181
102,0.0024344157427549362
103,0.002340947976335883
104,0.001885567675344646
105,0.002637997968122363
106,0.0024105701595544815
107,0.0022858453448861837
108,0.0020601321011781693
109,0.002186137717217207
110,0.0018309946171939373
111,0.0017554924124851823
112,0.0017126777675002813
113,0.0016652185004204512
114,0.001967960735782981
115,0.0014691668329760432
116,0.001899676863104105
117,0.0018347566947340965
118,0.0018347566947340965
119,0.0015737544745206833
120,0.001952643389813602
121,0.0015358173986896873
122,0.0018045337637886405
123,0.0013994986657053232
124,0.0015636349562555552
125,0.0015798714011907578
126,0.0017069363966584206
127,0.0013255574740469456
128,0.0011118602706119418
129,0.0014016322093084455
130,0.0013167108409106731
131,0.001307292957790196
132,0.0012981363106518984
133,0.0012657069601118565
134,0.001419224077835679
135,0.0009984868811443448
136,0.0016557079507037997
137,0.001138427760452032
138,0.0011570141650736332
139,0.001101261586882174
140,0.0012096201535314322
141,0.0011644954793155193
142,0.0009811234194785357
143,0.0011207875795662403
144,0.001017388072796166
145,0.000880950246937573
146,0.0010637777158990502
147,0.0011044290149584413
148,0.0008599656284786761
149,0.0008335658349096775
150,0.0008178261341527104
151,0.000859419465996325
152,0.0009395478409714997
153,0.0008243733318522573
154,0.0008284446084871888
155,0.0009865922620519996
156,0.0008798200287856162
157,0.0007875492447055876
158,0.0008886298746801913
159,0.000943836523219943
160,0.0008708818349987268
161,0.0008013034239411354
162,0.0007390297250822186
163,0.0008899505482986569
164,0.0007319386932067573
165,0.000843124813400209
166,0.00070643809158355
167,0.0008279721951112151
168,0.0007452026475220919
169,0.0006266343989409506
170,0.0007305784965865314
171,0.0005814371397718787
172,0.0006131243426352739
173,0.0006538700545206666
174,0.0006038257270120084
175,0.0005596685223281384
176,0.0006644862005487084
177,0.0005409991717897356
