0.40105,0.013918
0.36112,0.04963
0.066862,0.33735
0.32873,0.065972
0.19035,0.2934
0.12396,0.16442
0.21802,0.16789
0.067141,0.41217
0.3826,0.10625
0.27459,0.067465
0.28425,0.14024
0.38351,0.12864
0.10741,0.44892
0.28496,0.10464
0.15405,0.057766
0.20467,0.43313
0.20984,0.21753
0.19276,0.12247
0.17972,0.38276
0.44811,0.023036
0.17886,0.45156
0.060602,0.20765
0.22182,0.1987
0.24717,0.22768
0.30485,0.15302
0.40505,0.082702
0.23728,0.19433
0.49122,0.057075
0.31718,0.050615
0.19378,0.051352
0.22487,0.092587
0.20359,0.035655
0.20875,0.21595
0.19464,0.17696
0.37094,0.097872
0.19605,0.33293
0.30125,0.14506
0.13344,0.3935
0.28874,0.13507
0.076902,0.20914
0.31709,0.12405
0.32259,0.088104
0.40313,0.076983
0.042175,0.17135
0.43407,0.089399
0.25402,0.0034868
0.4303,0.026642
0.20452,0.1542
0.19714,0.46274
0.31028,0.2305
0.099662,0.28746
0.43578,0.055622
0.078455,0.20575
0.24384,0.092114
0.30996,0.14266
0.19481,0.34068
0.11245,0.41799
0.36015,0.15398
0.085773,0.34631
0.13711,0.41481
0.23164,0.21471
0.26815,0.094139
0.10132,0.14459
0.18978,0.3605
0.1665,0.32308
0.12547,0.19796
0.44449,0.043547
0.12972,0.47418
0.38872,0.13195
0.30478,0.050686
0.20532,0.0848
0.04924,0.33732
0.35826,0.01875
0.26581,0.18102
0.32739,0.11236
0.19465,0.25148
0.009374,0.33523
0.17871,0.32346
0.29829,0.16855
0.16747,0.13245
0.25683,0.00053806
0.16107,0.19379
0.056736,0.24714
0.14373,0.28864
0.22504,0.05267
0.16536,0.21496
0.29188,0.085021
0.36049,0.087858
0.10851,0.40561
0.091092,0.37634
0.41956,0.032023
0.0066881,0.36287
0.35254,0.084296
0.12993,0.21153
0.14935,0.26704
0.38876,0.042141
0.244,0.056926
0.46469,0.069474
0.076772,0.22781
0.43084,0.048862
0.46035,0.012149
0.039706,0.35024
0.4754,0.036907
0.47869,0.047833
0.24566,0.27791
0.21201,0.05358
0.31736,0.00066659
0.22056,0.34256
0.38415,0.068582
0.13722,0.40831
0.31313,0.039648
0.084002,0.22831
0.42069,0.071949
0.34544,0.11359
0.21357,0.3181
0.18443,0.31883
0.1783,0.34479
0.12549,0.17669
0.39578,0.045682
0.4127,0.024273
0.037197,0.16358
0.18417,0.24265
0.068361,0.25126
0.34773,0.028969
0.16467,0.14581
0.16122,0.34511
0.30684,0.040854
0.1517,0.37943
0.25824,0.12034
0.36243,0.021539
0.21519,0.30659
0.13424,0.46463
0.060394,0.18834
0.052315,0.36882
0.072392,0.35931
0.14104,0.19552
0.027716,0.13224
0.40556,0.047617
0.063275,0.2025
0.27775,0.051694
0.29507,0.23785
0.061159,0.13464
0.2214,0.10035
0.12812,0.27193
0.47645,0.042365
0.19003,0.087118
0.077516,0.29041
0.28504,0.1234
0.14798,0.13439
0.33895,0.13704
0.18945,0.17571
0.47356,0.058199
0.13101,0.15777
0.44924,0.050821
0.021071,0.371
0.051986,0.27051
0.28239,0.065144
0.29388,0.045128
0.13557,0.27549
0.17116,0.29815
0.34546,0.07097
0.2976,0.094775
0.3907,0.08087
0.074841,0.07111
0.41153,0.013685
0.012042,0.37014
0.42323,0.01409
0.40267,0.047272
0.16934,0.24358
0.02126,0.40362
0.23124,0.11151
0.44457,0.10293
0.27658,0.19038
0.30334,0.15756
0.14464,0.30562
0.15242,0.48278
0.28624,0.30533
0.19109,0.30327
0.12373,0.1488
0.25081,0.16211
0.15637,0.11037
0.32681,0.014332
0.42669,0.0039139
0.15888,0.20254
0.24074,0.13993
0.28993,0.10587
0.17873,0.22091
0.10759,0.26834
0.1722,0.35995
0.15005,0.21852
0.40159,0.05808
0.025892,0.27781
0.39008,0.16914
0.22339,0.1415
0.14752,0.13484
0.28612,0.1228
0.12267,0.25209
0.067128,0.013686
0.15833,0.085908
0.16706,0.057916
0.49663,0.044583
0.41099,0.058875
0.06915,0.36465
0.071484,0.32032
0.33551,0.12021
0.37324,0.01483
0.40886,0.01118
0.1201,0.28672
0.064169,0.21638
0.33967,0.1569
0.11433,0.36821
0.072391,0.40848
0.17587,0.32657
0.024932,0.19188
0.40044,0.002053
0.17019,0.21151
0.099909,0.33598
0.41018,0.012839
0.14298,0.15445
0.13437,0.32437
0.28231,0.067293
0.18441,0.30315
0.265,0.20276
0.080814,0.32995
0.041816,0.15598
0.42375,0.0066668
0.10998,0.22382
0.31411,0.01534
0.081209,0.36128
0.26167,0.13697
0.18583,0.084049
0.12967,0.25479
0.19439,0.13369
0.26034,0.057543
0.40698,0.029542
0.27125,0.1651
0.40556,0.020112
0.34744,0.11868
0.30639,0.082157
0.35691,0.043501
0.36181,0.14727
0.092966,0.33474
0.16099,0.15253
0.32272,0.017556
0.09395,0.42166
0.44289,0.11892
0.47142,0.065497
0.17365,0.069121
0.44564,0.048422
0.39745,0.070481
0.13273,0.19017
0.090217,0.39347
0.14492,0.18217
0.39486,0.00095473
0.16061,0.029532
0.19301,0.33443
0.41079,0.10281
0.11046,0.14604
0.052099,0.30083
0.070708,0.29633
0.2707,0.11759
0.1336,0.33102
0.22519,0.27106
0.21176,0.22281
0.16878,0.33883
0.25972,0.16372
0.38834,0.14568
0.18364,0.016846
0.2724,0.084347
0.28443,0.022134
0.04795,0.06056
0.088341,0.28296
0.39353,0.095506
0.3043,0.022827
0.036487,0.20322
0.37863,0.011428
0.17025,0.32518
0.083166,0.36179
0.36796,0.05513
0.20069,0.069739
0.14721,0.34448
0.29868,0.030266
0.079504,0.28864
0.2574,0.17038
0.2833,0.10383
0.1386,0.14483
0.2533,0.13293
0.25673,0.21476
0.31431,0.047949
0.28135,0.18019
0.187,0.039746
0.27162,0.16711
0.17981,0.25088
0.44356,0.024883
0.40016,0.081371
0.18962,0.36662
0.15436,0.37261
0.36231,0.00042269
0.27665,0.10944
0.33826,0.0163
0.30704,0.085862
0.36369,0.12992
0.21404,0.088494
0.33778,0.18677
0.23989,0.29392
0.1674,0.30582
0.22954,0.27451
0.26886,0.29258
0.29147,0.059516
0.19859,0.16567
0.43116,0.10152
0.010503,0.26267
0.029136,0.2702
0.1319,0.29134
0.34708,0.02974
0.16253,0.31094
0.36504,0.061351
0.085122,0.081004
0.2669,0.17641
0.11834,0.050001
0.23016,0.1601
0.40346,0.093572
0.24217,0.12883
0.31178,0.080684
0.37255,0.062898
0.16812,0.21562
0.065645,0.16159
0.15388,0.32714
0.10076,0.35706
0.1939,0.33231
0.19637,0.07843
0.13004,0.24332
0.1625,0.40117
0.20357,0.08653
0.14532,0.37011
0.13981,0.2044
0.10338,0.44281
0.35593,0.070661
0.42304,0.037675
0.39447,0.040097
0.057826,0.31632
0.095748,0.31458
0.3157,0.13834
0.17339,0.014196
0.036566,0.27748
0.01802,0.10326
0.43215,0.0079472
0.16801,0.15196
0.15361,0.27018
0.36563,0.039707
0.22653,0.052165
0.21906,0.18838
0.29381,0.0075847
0.31247,0.1516
0.17288,0.15141
0.20998,0.21335
0.1813,0.26811
0.38751,0.045005
0.11371,0.46573
0.22975,0.15608
0.059877,0.13703
0.26491,0.088124
0.20444,0.27059
0.34138,0.15974
0.055952,0.37074
0.16418,0.32422
0.26969,0.16266
0.1259,0.080662
0.088284,0.35419
0.19719,0.098039
0.26321,0.027608
0.2951,0.16307
0.18724,0.048278
0.41767,0.0024331
0.045723,0.15332
0.31151,0.05786
0.32212,0.16521
0.30278,0.28826
0.15003,0.42582
0.37078,0.15369
0.28421,0.12422
0.081791,0.16957
0.094591,0.35134
0.15302,0.027219
0.12986,0.41792
0.39756,0.031845
0.32894,0.15708
0.2992,0.24949
0.23788,0.12393
0.15046,0.1921
0.28312,0.075306
0.41328,0.025742
0.0055945,0.38939
0.16828,0.021931
0.38228,0.035682
0.058707,0.22957
0.34005,0.10803
0.3434,0.0085916
0.092766,0.12747
0.10466,0.22743
0.15908,0.17677
0.36993,0.078378
0.17507,0.42138
0.41021,0.027014
0.23883,0.22334
0.13964,0.49336
0.094699,0.23575
0.36032,0.045783
0.020619,0.27366
0.41074,0.040369
0.34721,0.041456
0.44056,0.015541
0.10411,0.11425
0.12006,0.2192
0.34402,0.201
0.35084,0.22188
0.36421,0.060994
0.22238,0.084207
0.027509,0.36177
0.11234,0.2204
0.1347,0.080538
0.36905,0.14356
